longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,income_cat,rooms_per_household,bedrooms_per_room,population_per_household,ocean_proximity_LESS_THAN_1H_OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR_BAY,ocean_proximity_NEAR_OCEAN,median_house_value
-117.89,33.73,33,1308,375,2175,347,3.0824,3,3.957925072,0.303899083,6.706772334,FALSE,TRUE,FALSE,FALSE,FALSE,177400
-120.89,35.37,29,2046,588,846,410,1.65,2,5.239756098,0.304633431,2.207853659,FALSE,FALSE,FALSE,FALSE,TRUE,227300
-121.29,37.99,45,965,198,498,195,1.6944,2,5.196153846,0.217492228,2.732615385,TRUE,FALSE,FALSE,FALSE,FALSE,75200
-117.39,33.95,35,3306,680,1742,673,3.7109,3,5.15794948,0.218027828,2.769598811,TRUE,FALSE,FALSE,FALSE,FALSE,109100
-118.77,34.27,7,3074,794,1816,654,2.7137,2,4.935321101,0.273793103,2.971131498,FALSE,TRUE,FALSE,FALSE,FALSE,196400
-120.99,37.64,41,1580,385,881,361,2.7538,2,4.595567867,0.258291139,2.611274238,TRUE,FALSE,FALSE,FALSE,FALSE,99600
-118.24,33.91,37,1607,377,1526,375,1.7158,2,4.4996,0.248674549,4.354186667,FALSE,TRUE,FALSE,FALSE,FALSE,94300
-122.06,37.63,12,6711,1374,3388,1289,3.8625,3,5.466679597,0.217022798,2.812381691,FALSE,FALSE,FALSE,TRUE,FALSE,208900
-117.87,33.88,28,3333,752,2026,722,3.5667,3,4.847160665,0.239159916,3.002520776,FALSE,TRUE,FALSE,FALSE,FALSE,190700
-122.64,38.23,52,1075,249,519,210,3.0769,3,5.375,0.245525581,2.644428571,FALSE,TRUE,FALSE,FALSE,FALSE,230900
-118.16,33.78,29,3684,1301,3891,1143,1.6955,2,3.384251969,0.374337676,3.642493438,FALSE,FALSE,FALSE,FALSE,TRUE,179700
-118.16,33.77,29,3078,786,1460,736,2.875,2,4.391168478,0.270682261,2.122554348,FALSE,FALSE,FALSE,FALSE,TRUE,232500
-122.41,37.65,32,3436,868,2583,817,3.5039,3,4.415911873,0.267776484,3.382876377,FALSE,FALSE,FALSE,FALSE,TRUE,232400
-119.29,36.31,34,1439,253,607,223,3.0972,3,6.775560538,0.186365532,2.912511211,TRUE,FALSE,FALSE,FALSE,FALSE,82800
-117.9,33.7,15,2289,686,982,634,4.5757,4,3.790930599,0.317675841,1.657318612,FALSE,TRUE,FALSE,FALSE,FALSE,162500
-118.82,34.14,22,11668,1730,4054,1671,6.9935,5,7.331777379,0.157164895,2.595918612,FALSE,FALSE,FALSE,FALSE,TRUE,385500
-121.42,38.62,33,3171,832,1591,695,2.0786,2,4.790719424,0.278120467,2.449453237,TRUE,FALSE,FALSE,FALSE,FALSE,88600
-117.5,33.92,28,2101,337,1061,348,4.55,4,6.339224138,0.170023798,3.262270115,TRUE,FALSE,FALSE,FALSE,FALSE,146800
-118.27,33.81,10,1881,571,1769,553,3.9286,3,3.571518987,0.321775651,3.42283906,FALSE,TRUE,FALSE,FALSE,FALSE,114000
-122.4,37.73,45,3490,712,2337,781,3.4472,3,4.69206146,0.216252149,3.20177977,FALSE,FALSE,FALSE,TRUE,FALSE,225400
-122.18,37.45,37,5257,1360,2128,1264,4,3,4.366969937,0.274224843,1.801392405,FALSE,FALSE,FALSE,TRUE,FALSE,394300
-119.02,35.39,30,227,75,169,101,1.3527,1,2.35990099,0.350220264,1.79039604,TRUE,FALSE,FALSE,FALSE,FALSE,60000
-117.96,33.82,29,2176,468,1632,428,3.707,3,5.338317757,0.227977941,4.08,FALSE,TRUE,FALSE,FALSE,FALSE,180400
-117.65,33.63,16,3388,425,1395,427,8.4471,5,8.331147541,0.132969303,3.495667447,FALSE,TRUE,FALSE,FALSE,FALSE,351300
-118.22,33.96,32,2232,603,2361,608,2.5966,2,3.854605263,0.286370968,4.155049342,FALSE,TRUE,FALSE,FALSE,FALSE,170900
-122.44,37.78,31,1364,386,707,379,3.1607,3,3.778891821,0.299970674,1.996015831,FALSE,FALSE,FALSE,TRUE,FALSE,293800
-121.64,39.28,25,2857,662,2076,685,1.8095,2,4.379343066,0.245614281,3.24280292,TRUE,FALSE,FALSE,FALSE,FALSE,64100
-118.19,33.77,21,2103,727,1064,603,1.6178,2,3.661940299,0.366438421,1.888026534,FALSE,FALSE,FALSE,FALSE,TRUE,137500
-117.41,33.94,22,4179,1081,2096,1013,2.4435,2,4.331638697,0.274194783,2.213938796,TRUE,FALSE,FALSE,FALSE,FALSE,118500
-117.3,34.15,38,740,163,332,138,2.4107,2,5.630434783,0.233486486,2.574202899,TRUE,FALSE,FALSE,FALSE,FALSE,88000
-118.59,34.2,18,847,185,733,178,5.2149,4,4.996348315,0.231523022,4.406235955,FALSE,TRUE,FALSE,FALSE,FALSE,201900
-122.27,38.68,18,742,142,343,119,3.1563,3,6.547058824,0.202857143,3.084117647,TRUE,FALSE,FALSE,FALSE,FALSE,98400
-117.28,34.14,40,2190,496,1214,493,2.3947,2,4.664300203,0.240073059,2.63484787,TRUE,FALSE,FALSE,FALSE,FALSE,81900
-118.09,33.91,14,2369,604,1546,464,3.7969,3,5.360883621,0.270257493,3.56512931,FALSE,TRUE,FALSE,FALSE,FALSE,159400
-121.94,37.33,36,1893,359,797,360,3.6818,3,5.52125,0.201024828,2.368861111,FALSE,TRUE,FALSE,FALSE,FALSE,257600
-118.4,34.15,44,2515,510,967,484,5.0754,4,5.456095041,0.214950298,2.137789256,FALSE,TRUE,FALSE,FALSE,FALSE,374500
-115.53,32.97,34,2231,545,1568,510,1.5217,2,4.593235294,0.258942178,3.28972549,TRUE,FALSE,FALSE,FALSE,FALSE,60300
-121.52,39.43,15,2119,389,1079,374,2.3566,2,5.949064171,0.194591789,3.08697861,TRUE,FALSE,FALSE,FALSE,FALSE,80400
-122.56,38.09,17,9614,2123,4684,2060,4.1705,3,4.900339806,0.234073227,2.432951456,FALSE,FALSE,FALSE,TRUE,FALSE,209800
-118.31,34.03,52,1902,406,1233,385,2.8295,2,5.187272727,0.226267087,3.426779221,FALSE,TRUE,FALSE,FALSE,FALSE,132200
-118.28,33.92,39,1274,282,975,277,1.5114,2,4.829241877,0.234631083,3.766245487,FALSE,TRUE,FALSE,FALSE,FALSE,90400
-118.66,34.19,23,7544,1031,3221,1043,7.642,5,7.594630872,0.144864793,3.304381592,FALSE,TRUE,FALSE,FALSE,FALSE,374900
-118.2,33.85,46,1854,462,1360,429,2.4844,2,4.537762238,0.264142395,3.392074592,FALSE,TRUE,FALSE,FALSE,FALSE,158200
-117.76,33.72,15,941,266,366,248,4.3636,3,3.984072581,0.299638682,1.579112903,FALSE,TRUE,FALSE,FALSE,FALSE,148400
-118.29,33.71,36,3135,746,1815,697,3.7596,3,4.722740316,0.252236045,2.786298422,FALSE,FALSE,FALSE,FALSE,TRUE,300000
-122.03,37.83,24,5948,738,1997,710,9.8708,5,8.796338028,0.131519839,3.00956338,FALSE,FALSE,FALSE,TRUE,FALSE,500001
-117.86,33.75,39,275,87,554,103,3.5972,3,2.803398058,0.335345455,5.755145631,FALSE,TRUE,FALSE,FALSE,FALSE,158000
-122.43,37.63,15,2748,997,1447,901,3.5214,3,3.202441731,0.384577875,1.718412875,FALSE,FALSE,FALSE,FALSE,TRUE,144200
-117.83,33.97,11,21533,3078,9671,2890,7.0329,5,7.823408304,0.151519993,3.580612457,FALSE,TRUE,FALSE,FALSE,FALSE,368300
-118.6,37.39,19,2682,518,1134,399,3.2132,3,7.057894737,0.204727815,3.041052632,TRUE,FALSE,FALSE,FALSE,FALSE,166000
-122.41,37.71,47,2289,481,1697,465,3.4773,3,5.168709677,0.222743556,3.904924731,FALSE,FALSE,FALSE,TRUE,FALSE,226300
-117.18,32.8,10,3821,631,1605,609,5.5454,4,6.587931034,0.175048417,2.819950739,FALSE,FALSE,FALSE,FALSE,TRUE,217100
-117.19,33.34,15,3310,488,1104,460,6.1009,5,7.555434783,0.156277946,2.568,FALSE,TRUE,FALSE,FALSE,FALSE,314400
-117.25,32.77,32,2021,524,973,485,3.18,3,4.375360825,0.27483424,2.146618557,FALSE,FALSE,FALSE,FALSE,TRUE,362500
-118.51,34.21,36,2396,421,1064,398,4.7,4,6.321105528,0.186252087,2.860502513,FALSE,TRUE,FALSE,FALSE,FALSE,223600
-122.47,37.61,34,4551,837,2208,834,5.4364,4,5.729676259,0.19495056,2.832805755,FALSE,FALSE,FALSE,FALSE,TRUE,279300
-117.22,33.18,13,4273,886,2328,801,3.3444,3,5.601310861,0.219789375,3.109812734,FALSE,TRUE,FALSE,FALSE,FALSE,183900
-117.33,34.06,42,530,123,390,124,1.0469,1,4.487903226,0.246,3.365322581,TRUE,FALSE,FALSE,FALSE,FALSE,67000
-118.27,34,40,2099,599,2311,529,1.852,2,4.166257089,0.302496427,4.67442344,FALSE,TRUE,FALSE,FALSE,FALSE,101500
-122.46,37.78,47,1682,379,837,375,5.2806,4,4.7096,0.238846611,2.38824,FALSE,FALSE,FALSE,TRUE,FALSE,400000
-119.37,36.47,26,337,69,277,73,2.3438,2,4.847260274,0.217032641,4.060136986,TRUE,FALSE,FALSE,FALSE,FALSE,100000
-117.43,33.99,18,3307,547,1738,457,4.566,4,7.598140044,0.175331116,4.069277899,TRUE,FALSE,FALSE,FALSE,FALSE,116900
-118.15,33.93,34,1745,404,1084,410,3.3411,3,4.468902439,0.245409742,2.82897561,FALSE,TRUE,FALSE,FALSE,FALSE,220500
-122.41,37.76,52,492,139,316,168,3.0865,3,3.075,0.299471545,2.012619048,FALSE,FALSE,FALSE,TRUE,FALSE,225000
-118.23,33.94,35,1090,267,1339,263,2.1607,2,4.351711027,0.259651376,5.447642586,FALSE,TRUE,FALSE,FALSE,FALSE,97600
-118.62,34.21,26,3234,517,1597,513,6.1074,5,6.619298246,0.169455782,3.330974659,FALSE,TRUE,FALSE,FALSE,FALSE,258600
-117.93,33.93,37,1128,273,931,234,2.8,2,5.061538462,0.256542553,4.257136752,FALSE,TRUE,FALSE,FALSE,FALSE,137500
-119.82,36.77,36,2252,468,1117,442,2.9081,2,5.349773756,0.220284192,2.704049774,TRUE,FALSE,FALSE,FALSE,FALSE,65600
-118.98,35.38,28,1171,299,1193,273,0.8639,1,4.503846154,0.270657558,4.675860806,TRUE,FALSE,FALSE,FALSE,FALSE,49400
-117.94,33.92,32,1053,207,1038,222,4.6696,4,4.980405405,0.208376068,5.002972973,FALSE,TRUE,FALSE,FALSE,FALSE,165500
-118.36,33.85,34,1086,197,509,158,6.1133,5,7.217088608,0.19228361,3.447025316,FALSE,TRUE,FALSE,FALSE,FALSE,349300
-118.36,33.86,37,1249,218,583,214,5.7422,4,6.128271028,0.18501201,2.915,FALSE,TRUE,FALSE,FALSE,FALSE,330700
-122.07,37.34,30,1851,238,631,236,10.1007,5,8.235381356,0.136293895,2.860889831,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-117.4,34.15,4,12156,1864,5020,1524,4.7909,4,8.37519685,0.162540309,3.524540682,TRUE,FALSE,FALSE,FALSE,FALSE,149200
-118.29,33.72,25,2469,584,1253,535,3.1932,3,4.845700935,0.25072499,2.506,FALSE,FALSE,FALSE,FALSE,TRUE,257500
-122.25,37.8,36,1678,606,1645,543,2.2303,2,3.244751381,0.382812872,3.241528545,FALSE,FALSE,FALSE,TRUE,FALSE,116700
-122.15,37.72,47,1190,251,540,266,3.375,3,4.697368421,0.223579832,2.172180451,FALSE,FALSE,FALSE,TRUE,FALSE,198300
-117.17,34.49,13,4460,925,2225,840,2.0136,2,5.575,0.219843049,2.83422619,TRUE,FALSE,FALSE,FALSE,FALSE,94100
-122.41,37.81,31,3991,1311,2305,1201,1.8981,2,3.489217319,0.348198447,2.05358035,FALSE,FALSE,FALSE,TRUE,FALSE,500001
-122.76,38.45,8,5823,1104,2864,1041,3.6292,3,5.873342939,0.200968573,2.943784822,FALSE,TRUE,FALSE,FALSE,FALSE,183600
-116.73,34.52,16,1247,315,433,159,1.0568,1,8.23490566,0.26776263,2.913899371,TRUE,FALSE,FALSE,FALSE,FALSE,75000
-118.29,33.99,43,1902,398,1153,363,1.9375,2,5.501652893,0.221808623,3.398650138,FALSE,TRUE,FALSE,FALSE,FALSE,112900
-122.7,38.03,42,1410,308,624,292,4.1379,3,5.070205479,0.231546099,2.286575342,FALSE,FALSE,FALSE,FALSE,TRUE,309100
-121.94,37.75,17,2559,370,1238,377,6.2781,5,7.127188329,0.153262993,3.513687003,FALSE,TRUE,FALSE,FALSE,FALSE,269800
-118.19,33.95,44,1436,271,850,269,3.2768,3,5.605204461,0.200041783,3.381040892,FALSE,TRUE,FALSE,FALSE,FALSE,179100
-118.31,33.87,27,3348,695,1545,625,4.7543,4,5.62464,0.220041816,2.64504,FALSE,TRUE,FALSE,FALSE,FALSE,296300
-117.91,33.73,26,2413,512,2867,509,4.7639,4,4.977701375,0.224915044,6.026895874,FALSE,TRUE,FALSE,FALSE,FALSE,179900
-121.24,39.22,14,983,163,399,161,2.2917,2,6.410869565,0.175768057,2.65173913,TRUE,FALSE,FALSE,FALSE,FALSE,145100
-120.79,38.43,40,1391,246,546,214,3.9107,3,6.825,0.187462257,2.73,TRUE,FALSE,FALSE,FALSE,FALSE,129800
-120.2,34.63,14,2647,515,1487,488,4.4519,3,5.695389344,0.206233472,3.260430328,FALSE,FALSE,FALSE,FALSE,TRUE,227900
-117.38,33.99,52,1797,332,905,313,2.7054,2,6.02827476,0.195837507,3.093769968,TRUE,FALSE,FALSE,FALSE,FALSE,141700
-118.47,34.02,35,3057,774,2223,732,2.0745,2,4.385040984,0.268380765,3.249467213,FALSE,TRUE,FALSE,FALSE,FALSE,332500
-120.84,37.52,16,4527,887,2531,825,3.7065,3,5.761636364,0.207691628,3.282630303,TRUE,FALSE,FALSE,FALSE,FALSE,124800
-121.36,38.61,35,2355,365,993,354,5.0492,4,6.985169492,0.164288747,3.001440678,TRUE,FALSE,FALSE,FALSE,FALSE,144100
-117.3,33.07,14,2670,426,1034,407,6.4247,5,6.888206388,0.169123596,2.718378378,FALSE,FALSE,FALSE,FALSE,TRUE,295100
-118.34,33.93,33,4294,1224,4512,1189,2.8304,2,3.792010093,0.30215184,4.060420521,FALSE,TRUE,FALSE,FALSE,FALSE,143700
-118.86,34.07,16,1409,244,970,172,8.0144,5,8.601453488,0.183562811,6.034302326,FALSE,FALSE,FALSE,FALSE,TRUE,500001
-120.37,36.15,34,2084,339,868,347,4.381,3,6.306051873,0.172428023,2.676541787,TRUE,FALSE,FALSE,FALSE,FALSE,86300
-122.54,37.97,39,4193,762,1833,737,5.6263,4,5.973744912,0.192635345,2.661207598,FALSE,FALSE,FALSE,TRUE,FALSE,352100
-120.49,37.32,10,1275,255,620,240,3.0263,3,5.578125,0.212,2.764166667,TRUE,FALSE,FALSE,FALSE,FALSE,118300
-122.46,37.73,52,2673,349,876,338,7.8476,5,8.303698225,0.138398803,2.773136095,FALSE,FALSE,FALSE,TRUE,FALSE,500001
-117.84,33.66,5,665,171,384,171,4.5833,4,4.083333333,0.272571429,2.402807018,FALSE,TRUE,FALSE,FALSE,FALSE,230400
-116.79,33.99,16,319,68,212,67,1.4688,1,4.999253731,0.225956113,3.385671642,TRUE,FALSE,FALSE,FALSE,FALSE,90000
-122.09,37.41,8,1480,414,856,445,2.8203,2,3.492134831,0.296513514,2.058247191,FALSE,FALSE,FALSE,TRUE,FALSE,284100
-117.21,32.96,3,6251,988,2330,893,8.4355,5,7.35,0.167537994,2.791825308,FALSE,FALSE,FALSE,FALSE,TRUE,467600
-118.17,33.77,12,4409,1401,3068,1262,2.2808,2,3.668343899,0.336824677,2.601236133,FALSE,FALSE,FALSE,FALSE,TRUE,154700
-121.44,38.58,42,2334,435,892,446,3.0208,3,5.494843049,0.197557841,2.14,TRUE,FALSE,FALSE,FALSE,FALSE,148800
-121.68,39.15,14,2774,451,1292,428,4.3833,3,6.805373832,0.172335977,3.23,TRUE,FALSE,FALSE,FALSE,FALSE,115200
-122.37,40.52,18,4547,774,2269,766,3.7896,3,6.232832898,0.180435452,3.169490862,TRUE,FALSE,FALSE,FALSE,FALSE,98100
-119.78,36.71,35,1987,394,1233,383,1.3587,1,5.447389034,0.21018621,3.444673629,TRUE,FALSE,FALSE,FALSE,FALSE,45300
-119.93,38.94,27,1709,408,97,44,2.4917,2,40.78295455,0.253060269,2.358863636,TRUE,FALSE,FALSE,FALSE,FALSE,200000
-122.17,37.76,40,1685,343,949,342,1.8426,2,5.173245614,0.215774481,2.969093567,FALSE,FALSE,FALSE,TRUE,FALSE,94800
-118.41,34.04,52,1907,261,681,249,10.9805,5,8.041566265,0.145076036,2.926385542,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-117.06,32.99,16,1306,196,713,222,6.2683,5,6.177027027,0.159081164,3.436531532,FALSE,TRUE,FALSE,FALSE,FALSE,180700
-118.43,34.29,39,1769,410,1499,390,3.1212,3,4.762692308,0.245675523,4.112641026,FALSE,TRUE,FALSE,FALSE,FALSE,153500
-121.28,38.68,14,11442,2690,6068,2435,2.6016,2,4.933921971,0.249204684,2.666431211,TRUE,FALSE,FALSE,FALSE,FALSE,121200
-121.55,39.51,48,827,198,396,161,0.8024,1,5.393478261,0.253784764,2.631801242,TRUE,FALSE,FALSE,FALSE,FALSE,58300
-121.93,37.04,36,1522,230,677,206,5.8642,4,7.75776699,0.160183968,3.516456311,FALSE,TRUE,FALSE,FALSE,FALSE,363500
-120.86,37.73,27,508,93,263,81,3.1136,3,6.585185185,0.194055118,3.474197531,TRUE,FALSE,FALSE,FALSE,FALSE,183300
-118.3,34.26,40,1065,214,605,183,4.1964,3,6.110655738,0.212995305,3.537431694,FALSE,TRUE,FALSE,FALSE,FALSE,185900
-121.43,37.73,40,1718,391,1312,388,2.9955,2,4.649226804,0.241245634,3.61814433,TRUE,FALSE,FALSE,FALSE,FALSE,134700
-121.39,38.62,45,2696,624,1059,582,1.8176,2,4.863917526,0.245341246,1.946958763,TRUE,FALSE,FALSE,FALSE,FALSE,160900
-121.26,37.97,41,2398,448,1143,444,3.0352,3,5.670945946,0.198031693,2.754527027,TRUE,FALSE,FALSE,FALSE,FALSE,69800
-118.01,35.12,15,1926,361,917,316,3.3889,3,6.399683544,0.198681205,3.105031646,TRUE,FALSE,FALSE,FALSE,FALSE,68500
-121.63,36.68,24,2591,739,3243,702,2.1766,2,3.87542735,0.302331146,4.943034188,FALSE,TRUE,FALSE,FALSE,FALSE,108500
-118.29,33.88,21,4946,1231,3186,1167,3.3281,3,4.450128535,0.26382127,2.921182519,FALSE,TRUE,FALSE,FALSE,FALSE,237000
-122.43,37.75,52,1615,393,633,378,3.5114,3,4.486111111,0.257944272,1.791825397,FALSE,FALSE,FALSE,TRUE,FALSE,347500
-122.5,37.91,31,7001,1282,2755,1267,5.4851,4,5.801933702,0.194103699,2.326637727,FALSE,FALSE,FALSE,TRUE,FALSE,441100
-122.94,38.5,46,2280,492,807,366,2.6316,2,6.540983607,0.228736842,2.359262295,FALSE,TRUE,FALSE,FALSE,FALSE,117000
-118.16,34.04,11,852,215,806,202,1.3971,1,4.428712871,0.267488263,4.269405941,FALSE,TRUE,FALSE,FALSE,FALSE,134400
-117.76,33.72,14,3011,388,1359,371,7.9739,5,8.521698113,0.136592494,3.919487871,FALSE,TRUE,FALSE,FALSE,FALSE,368700
-118.39,34.1,30,6310,957,1776,880,8.944,5,7.528977273,0.160763867,2.159454545,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-122.41,37.61,42,1602,262,705,255,5.7398,4,6.596470588,0.173358302,2.958235294,FALSE,FALSE,FALSE,FALSE,TRUE,336400
-119.03,36.07,26,3210,646,1908,642,2.4167,2,5.25,0.213320872,3.18,TRUE,FALSE,FALSE,FALSE,FALSE,77600
-118.54,34.22,34,2193,513,1299,497,3.6187,3,4.633098592,0.247961696,2.796639839,FALSE,TRUE,FALSE,FALSE,FALSE,211600
-117.37,34.08,17,2029,404,1190,437,2.9554,2,4.875171625,0.211059635,2.913729977,TRUE,FALSE,FALSE,FALSE,FALSE,115000
-122.69,38.34,16,1683,341,880,327,3.2857,3,5.40412844,0.214771242,2.879510703,FALSE,TRUE,FALSE,FALSE,FALSE,160200
-121.43,38.54,44,1879,359,791,345,3.15,3,5.718695652,0.202522618,2.453246377,TRUE,FALSE,FALSE,FALSE,FALSE,101500
-117.88,33.78,26,1813,421,1235,343,3.5972,3,5.55,0.246144512,3.852623907,FALSE,TRUE,FALSE,FALSE,FALSE,187500
-121.27,38.67,15,1701,346,723,352,3.8906,3,5.074005682,0.215614345,2.197755682,TRUE,FALSE,FALSE,FALSE,FALSE,128700
-122.07,37.06,31,1634,370,939,332,3.8625,3,5.167771084,0.24002448,3.026295181,FALSE,FALSE,FALSE,FALSE,TRUE,232300
-117.95,33.87,34,1599,296,938,307,4.285,3,5.468892508,0.196222639,3.269250814,FALSE,TRUE,FALSE,FALSE,FALSE,184900
-122.06,36.98,15,3385,669,1571,615,4.2254,3,5.779268293,0.20949483,2.733284553,FALSE,FALSE,FALSE,FALSE,TRUE,320900
-122.19,37.73,44,1066,253,825,244,2.1538,2,4.587295082,0.251575985,3.617827869,FALSE,FALSE,FALSE,TRUE,FALSE,79700
-118.07,33.88,16,4934,825,2668,810,5.748,4,6.395925926,0.177239562,3.524395062,FALSE,TRUE,FALSE,FALSE,FALSE,284200
-118.28,33.94,38,637,204,679,162,1.5714,2,4.128703704,0.339466248,4.484753086,FALSE,TRUE,FALSE,FALSE,FALSE,89700
-118.29,33.74,52,1438,472,1018,399,2.2188,2,3.784210526,0.347927677,2.729974937,FALSE,FALSE,FALSE,FALSE,TRUE,306700
-118.07,34.12,30,2201,559,1194,531,4.1136,3,4.352259887,0.269213994,2.405988701,TRUE,FALSE,FALSE,FALSE,FALSE,279900
-118.24,33.96,44,1338,366,1765,388,1.7778,2,3.620876289,0.289955157,4.867396907,FALSE,TRUE,FALSE,FALSE,FALSE,109900
-119.61,36.33,32,1492,284,926,264,3.0139,3,5.934090909,0.201769437,3.753106061,TRUE,FALSE,FALSE,FALSE,FALSE,61500
-117.97,33.8,35,2985,474,1614,453,5.4631,4,6.918874172,0.168321608,3.812317881,FALSE,TRUE,FALSE,FALSE,FALSE,225600
-117.28,33.89,33,6982,1371,5650,1195,2.5379,2,6.134811715,0.208143798,5.058995816,TRUE,FALSE,FALSE,FALSE,FALSE,152700
-122.07,40.95,14,2721,627,1356,468,3.0299,3,6.104807692,0.244255788,3.10025641,TRUE,FALSE,FALSE,FALSE,FALSE,73200
-116.26,33.07,17,934,284,452,184,1.9875,2,5.329891304,0.322312634,2.628478261,TRUE,FALSE,FALSE,FALSE,FALSE,83700
-118.32,34.04,48,1184,328,953,311,2.3526,2,3.997427653,0.293648649,3.278810289,FALSE,TRUE,FALSE,FALSE,FALSE,156300
-118.5,34.04,52,2233,317,769,277,8.3839,5,8.464440433,0.150479176,2.970505415,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-117.93,33.74,30,1654,434,1843,467,3.1403,3,3.718843683,0.278137848,4.222719486,FALSE,TRUE,FALSE,FALSE,FALSE,153000
-119.55,36.72,6,1186,234,1135,218,2.1515,2,5.712385321,0.209139966,5.57087156,TRUE,FALSE,FALSE,FALSE,FALSE,63900
-119.72,34.41,35,1853,375,878,338,4.9044,4,5.756360947,0.214516999,2.779467456,FALSE,FALSE,FALSE,FALSE,TRUE,335300
-116.79,32.84,12,4281,786,1891,721,3.5769,3,6.234466019,0.19461808,2.806338419,FALSE,TRUE,FALSE,FALSE,FALSE,231800
-116.48,33.84,5,5480,1371,1050,485,1.7204,2,11.86391753,0.265193431,2.316494845,TRUE,FALSE,FALSE,FALSE,FALSE,137500
-118.11,33.84,36,1756,297,798,287,5.5581,4,6.424390244,0.17928246,2.975121951,FALSE,TRUE,FALSE,FALSE,FALSE,218300
-120.48,35.02,17,2721,477,1672,492,2.9798,2,5.807012195,0.185821389,3.636260163,FALSE,TRUE,FALSE,FALSE,FALSE,204800
-118.12,34.15,22,1671,480,1005,443,3.0119,3,3.960609481,0.30448833,2.427426637,FALSE,TRUE,FALSE,FALSE,FALSE,171400
-122.61,38.25,18,2915,418,1340,421,5.2452,4,7.270190024,0.152,3.405700713,FALSE,TRUE,FALSE,FALSE,FALSE,204900
-118.09,33.8,36,1724,322,838,328,4.4831,3,5.518902439,0.197981439,2.733719512,FALSE,TRUE,FALSE,FALSE,FALSE,253900
-118.05,33.84,21,4890,653,2295,654,6.983,5,7.850917431,0.141550102,3.754816514,FALSE,TRUE,FALSE,FALSE,FALSE,329700
-118.13,33.89,33,3668,867,2368,845,2.8906,2,4.557869822,0.250550709,2.998532544,FALSE,TRUE,FALSE,FALSE,FALSE,204900
-118.26,34.07,52,830,200,701,189,2.7625,2,4.611111111,0.255421687,3.968624339,FALSE,TRUE,FALSE,FALSE,FALSE,232100
-121.68,39.82,15,3996,748,1786,728,3.5189,3,5.763461538,0.198418418,2.625027473,TRUE,FALSE,FALSE,FALSE,FALSE,141300
-121.29,37.97,52,2995,555,1392,503,1.7794,2,6.251988072,0.196427379,2.96111332,TRUE,FALSE,FALSE,FALSE,FALSE,98800
-122.4,40.71,22,2390,484,1131,452,2.1458,2,5.55199115,0.214661088,2.677367257,TRUE,FALSE,FALSE,FALSE,FALSE,84700
-118.36,33.86,35,2126,434,1044,433,5.5456,4,5.155427252,0.216387582,2.579861432,FALSE,TRUE,FALSE,FALSE,FALSE,297400
-118.2,33.84,35,3405,779,1953,671,2.7813,2,5.328241431,0.242508076,3.114321908,FALSE,FALSE,FALSE,FALSE,TRUE,159200
-119.96,35.99,25,1047,270,1505,286,2.0976,2,3.843881119,0.273352436,5.630594406,TRUE,FALSE,FALSE,FALSE,FALSE,47700
-121.48,38.53,37,1704,361,902,356,1.9837,2,5.025842697,0.224565728,2.711067416,TRUE,FALSE,FALSE,FALSE,FALSE,62300
-116.47,33.94,18,2233,471,919,388,3.2578,3,6.042912371,0.223582624,2.53435567,TRUE,FALSE,FALSE,FALSE,FALSE,85200
-118.56,34.24,23,2980,362,1208,378,8.1714,5,8.277777778,0.128765101,3.419470899,FALSE,TRUE,FALSE,FALSE,FALSE,500001
-122.06,37.68,30,5367,1207,2667,1047,3.1796,3,5.382378223,0.238386436,2.725587393,FALSE,FALSE,FALSE,TRUE,FALSE,170300
-122.23,37.84,50,2515,399,970,373,5.8596,4,7.079758713,0.168166998,2.782573727,FALSE,FALSE,FALSE,TRUE,FALSE,327600
-117.9,33.87,28,2315,538,1360,504,2.9861,2,4.822916667,0.246341253,2.887301587,FALSE,TRUE,FALSE,FALSE,FALSE,218600
-118.28,34.05,44,968,384,1805,375,1.4801,1,2.7104,0.420495868,5.150266667,FALSE,TRUE,FALSE,FALSE,FALSE,212500
-119.69,36.74,23,2097,385,911,405,3.5128,3,5.436666667,0.19461135,2.406839506,TRUE,FALSE,FALSE,FALSE,FALSE,121600
-118.2,33.96,44,2144,477,1760,452,2.3221,2,4.980530973,0.235830224,4.166371681,FALSE,TRUE,FALSE,FALSE,FALSE,161600
-117.99,34.07,31,1507,369,1548,347,3.4327,3,4.560086455,0.259548772,4.773371758,TRUE,FALSE,FALSE,FALSE,FALSE,147200
-117.31,34.15,7,5747,1307,2578,1147,3.3281,3,5.260985179,0.241068384,2.404934612,TRUE,FALSE,FALSE,FALSE,FALSE,122200
-122.2,37.76,37,2680,736,1925,667,1.4097,1,4.218890555,0.291104478,3.08808096,FALSE,FALSE,FALSE,TRUE,FALSE,84600
-117.09,32.8,36,2163,367,915,360,4.7188,4,6.30875,0.179852057,2.719583333,FALSE,FALSE,FALSE,FALSE,TRUE,174100
